OR,actor_power,partner_power
1.0,0.10000000000001458,0.10000000000001458
1.05,0.13737500637200525,0.13737500637200525
1.1,0.23934644551704196,0.23934644551704196
1.1500000000000001,0.38491589124916836,0.38491589124916836
1.2000000000000002,0.5459023499158049,0.5459023499158049
1.2500000000000002,0.6944838717156753,0.6944838717156753
1.3000000000000003,0.8124362863719589,0.8124362863719589
1.3500000000000003,0.8945413383251397,0.8945413383251397
1.4000000000000004,0.945418508682881,0.945418508682881
1.4500000000000004,0.9738452350906002,0.9738452350906002
1.5000000000000004,0.9883265458957495,0.9883265458957495
1.5500000000000005,0.9951185286722852,0.9951185286722852
1.6000000000000005,0.9980766840054716,0.9980766840054716
1.6500000000000006,0.9992822156134231,0.9992822156134231
1.7000000000000006,0.9997450177924219,0.9997450177924219
1.7500000000000007,0.9999133917674528,0.9999133917674528
1.8000000000000007,0.9999717551188702,0.9999717551188702
1.8500000000000008,0.9999911224057023,0.9999911224057023
1.9000000000000008,0.9999973014772267,0.9999973014772267
1.9500000000000008,0.9999992042065393,0.9999992042065393
2.000000000000001,0.9999997716686335,0.9999997716686335
2.0500000000000007,0.9999999360914238,0.9999999360914238
2.100000000000001,0.9999999825088426,0.9999999825088426
2.1500000000000012,0.999999995308728,0.999999995308728
2.200000000000001,0.9999999987645077,0.9999999987645077
2.250000000000001,0.9999999996799211,0.9999999996799211
2.300000000000001,0.999999999918292,0.999999999918292
2.3500000000000014,0.9999999999794162,0.9999999999794162
2.4000000000000012,0.9999999999948757,0.9999999999948757
2.450000000000001,0.9999999999987377,0.9999999999987377
